longitudeDecimal,latitudeDecimal,adresse
23.7889465928904,52.6895569283278,"Droga Sinicka (Dojazd pożarowy 27), Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.6162589284403,52.6383453170785,"Grosz, Majdan, Topiło, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-200, Polska"
23.624493422,52.6411592406,"Basen, Majdan, Topiło, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-200, Polska"
23.8449378346,52.7003069249,"Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8521284605,52.7011969087,"Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8521593506,52.7012021373,"Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8413050987,52.701465345,"Józefa Paczoskiego, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8424434374,52.6997050187,"14, Zastawa, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8464228332387,52.7090436143817,"Józefa Paczoskiego, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8520543145891,52.7011916583219,"Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.850079327102,52.7021751282147,"Dom Dziecka w Białowieży, Parkowa, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7405196270885,52.7205106084928,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7406414877061,52.7204220547538,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7407915650313,52.7203087587832,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7408389107976,52.7202946713937,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7408354406035,52.7203285584087,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7408381120528,52.7203813380863,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.740839049761,52.7204362082492,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7408399521431,52.7204493981376,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7408262541498,52.7204422346842,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7408359477445,52.7204343765872,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7408677866206,52.7204301140495,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7409932303914,52.7204348298853,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.74111760063,52.7203791825352,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7412163895581,52.7203539380762,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7413289628077,52.7203124833263,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7424613739637,52.7201675404226,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7428064875271,52.7200995218653,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7454123621749,52.7199018187393,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7455176682177,52.7197814127183,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7454345907235,52.719851719864,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7454975872252,52.7198551936088,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7455517377779,52.7198534727285,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.740557659807,52.7205361452277,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7386943696393,52.7234010164576,"Dąbrowa w Budach, Tryb Zwierzyniecki, Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7387879507319,52.7257702243215,"Dąbrowa w Budach, Tryb Zwierzyniecki, Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7380338544227,52.7237020503635,"Dąbrowa w Budach, Tryb Zwierzyniecki, Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7166528996117,52.73399440435,"Tryb Zwierzyniecki, Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8491265328719,52.7028591419568,"Dom Dziecka w Białowieży, Parkowa, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8458284647482,52.7023148418443,"Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8456116406928,52.7022366338188,"Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8501281944043,52.7015232634759,"Parkowa, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8565392670839,52.7022224985862,"39, Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8444831707783,52.7136034930663,"Tryb Mogiłkowski, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8447323904897,52.7151070130326,"Tryb Mogiłkowski, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8448356317695,52.7159311946784,"Tryb Mogiłkowski, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8448138166346,52.7160603700061,"Tryb Mogiłkowski, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8437295578244,52.7165713065143,"Tryb Mogiłkowski, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8437711163704,52.7172372017104,"Tryb Mogiłkowski, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8436946067075,52.7173780383928,"Tryb Mogiłkowski, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8459323155425,52.7199285796951,"Trasa przez Grabki Miłości, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.846696826547,52.720404753883,"Trasa przez Grabki Miłości, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8390465495607,52.723378904114,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8364413672249,52.7227406981926,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.834304246361,52.7229329279789,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8342219699967,52.7229394288728,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8334298547058,52.7229558044762,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8330474135463,52.7229351770784,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8296555499064,52.7231536954229,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8274034809577,52.723264916282,"Mast Pine tree, Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8324529044588,52.721653544381,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8348455291908,52.7211945867564,"Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8397325387061,52.7216679583553,"Beekeeping Oak, Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.84444293292,52.7134602121647,"Tryb Mogiłkowski, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8564967927231,52.70210211972,"39, Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8565272090557,52.7019642459744,"41, Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8565259887483,52.7018967374637,"41, Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8565237982075,52.701820645515,"41, Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8751407013043,52.7024601811846,"Instytut Badawczy Leśnictwa, 6, Park Dyrekcyjny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8753745068834,52.7024030530615,"Instytut Badawczy Leśnictwa, 6, Park Dyrekcyjny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.881811265836,52.6946039277565,"242, Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8818093926579,52.6946084418293,"242, Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8194683238052,52.7109580965131,"Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8059950530876,52.7236499075599,"Pogorzelce, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7656355629889,52.7308743267173,"5, Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7656678342824,52.7308837049521,"5, Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7660360521641,52.7308630049838,"3, Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7475584604124,52.7282017053619,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7476832801391,52.7280348146579,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.8897936158085,52.6853541098575,"Rezerwat Wysokie Bagno, Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8910708555187,52.6903800650518,"Rezerwat Wysokie Bagno, Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8807132927407,52.6923443814052,"Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8805767886552,52.6921940849466,"Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8804933359754,52.6920583433898,"Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8495913462115,52.6984248831415,"2, Graniczna, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.869026536567,52.6914100256559,"Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8704837518723,52.6908444604431,"Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8715061021206,52.6912305240367,"5, Stacja Towarowa, Podolany Drugie, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8773501946526,52.7027603708235,"8, Park Dyrekcyjny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.763711419288,52.7035681144519,"689, Nieznany Bór, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-200, Polska"
23.8563329,52.7019465,"39, Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8562383773589,52.7017774762634,"37, Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8564143639291,52.7018292056772,"39, Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8563895464737,52.7022687590299,"39, Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8811923422367,52.6914717063839,"Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8814089199086,52.691408912189,"Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.882058143734,52.6910681612232,"Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8792699160164,52.6904409257011,"Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8792779756384,52.69043838192,"Stoczek, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8777315641249,52.689221749386,"Stacja Towarowa, Podolany Drugie, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8777593633818,52.6891808092374,"Stacja Towarowa, Podolany Drugie, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8596796958922,52.6923401855609,"Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7688803488013,52.7013145977219,"689, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.5395267545171,52.6849316816333,"Bokówka, Orzeszkowo, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-200, Polska"
23.5294203956207,52.6583238177759,"Jakubowo, Orzeszkowo, gmina Dubicze Cerkiewne, powiat hajnowski, województwo podlaskie, Polska"
23.6162562471012,52.6383825962292,"Grosz, Majdan, Topiło, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-200, Polska"
23.6162247053667,52.6384093888221,"Grosz, Majdan, Topiło, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-200, Polska"
23.5332156260363,52.6532111970149,"Jakubowo, Orzeszkowo, gmina Dubicze Cerkiewne, powiat hajnowski, województwo podlaskie, Polska"
23.7399639427198,52.7280167265906,"Dąbrowa w Budach, Tryb Zwierzyniecki, Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7397758831617,52.7273390504813,"Dąbrowa w Budach, Tryb Zwierzyniecki, Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7396811512513,52.7271636165488,"Dąbrowa w Budach, Tryb Zwierzyniecki, Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.739551828652,52.7269542524726,"Dąbrowa w Budach, Tryb Zwierzyniecki, Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7385957163471,52.7233886669315,"Dąbrowa w Budach, Tryb Zwierzyniecki, Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7385303958964,52.723377406265,"Dąbrowa w Budach, Tryb Zwierzyniecki, Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.738405083018,52.7233820284252,"Dąbrowa w Budach, Tryb Zwierzyniecki, Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7379229569218,52.7237081394776,"Dąbrowa w Budach, Tryb Zwierzyniecki, Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7164324058638,52.7342951608245,"Budy Leśne, Lipiny, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8182278194804,52.7148002605933,"Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8152396247721,52.798946293339,"Linia Graniczna (Dojazd pożarowy 21), Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.8276551070525,52.7989502046726,"Żubrowy Szlak, Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.8125444138759,52.7961775194322,"Linia Graniczna (Dojazd pożarowy 21), Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.8276161438747,52.7990208160653,"Żubrowy Szlak, Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
23.75,52.65,"Tryb Olemburski (Dojazd pożarowy 13), Podcerkwy, Grudki, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8471578610117,52.7022370181224,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8473219114698,52.7020567490613,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8473934880254,52.7020264519447,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8474264590034,52.7019987293356,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8474634233171,52.702031401335,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8473735201406,52.7020495495041,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8475223312286,52.7020452752364,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8474175417324,52.7020611086888,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8474363467681,52.7020398531274,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8474293362247,52.7020384168375,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8474419439517,52.7020449517778,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8474512430212,52.702016589097,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8476577190762,52.7018853331555,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8476583145841,52.7018758657205,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8476104033318,52.7018891388398,"Dyrekcja Białowieskiego Parku Narodowego, 11, Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8450342068653,52.700870549609,"Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8449852449396,52.7007121865043,"Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8449646631221,52.7007068434934,"Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8449285413862,52.7007279661554,"Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.844941565259,52.7007212547401,"Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8292990980437,52.7041463248581,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8289025976878,52.70436722125,"Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8282662563671,52.703712910071,"Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8279388392071,52.7036424620451,"Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8272698057481,52.7039928109022,"Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8272748122049,52.7039910235162,"Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.827346793618,52.7039854014957,"Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8262687291164,52.7043697020088,"Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8256691631193,52.7045915605576,"Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8247554939455,52.7049052940476,"Żebra Żubra, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.7645463523929,52.7373112386926,"Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7647033379495,52.7379198670192,"Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.76509417716,52.7384440186513,"Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7651688485304,52.7386157936166,"Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7655905316037,52.7392026147309,"Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7655791526911,52.739191991005,"Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7694525051278,52.7425605256741,"Droga Kościelna, Dąbrowa, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7475145751573,52.7281552408545,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.747529850183,52.7281650975652,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7475949275185,52.7280795586264,"Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7698445103736,52.7492923724903,"Droga Kościelna, Dąbrowa, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7643558765227,52.7369532768239,"Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7696705505475,52.7517752151843,"Droga Kościelna, Dąbrowa, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7692410218587,52.7519713375198,"Droga Kościelna, Dąbrowa, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.769160470296,52.7528758471155,"Droga Kościelna, Dąbrowa, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7689164882614,52.7530130826797,"Droga Kościelna, Dąbrowa, Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7655129631025,52.7394747548466,"Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7642559594622,52.7367771512478,"Teremiski, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.7357783756011,52.8584302616238,"687, Planta, gmina Narewka, powiat hajnowski, województwo podlaskie, 17-220, Polska"
23.8389036467794,52.9545831400775,"Szymki, gmina Michałowo, powiat białostocki, województwo podlaskie, Polska"
23.8381679218464,52.9528878311815,"Szymki, gmina Michałowo, powiat białostocki, województwo podlaskie, Polska"
23.8442862709401,52.9424673338796,"686, Kolonia Bachury, Bachury, gmina Michałowo, powiat białostocki, województwo podlaskie, 16-050, Polska"
23.844238567189,52.9416342554721,"Gryce, Cisówka, gmina Michałowo, powiat białostocki, województwo podlaskie, Polska"
23.8442593526399,52.9416308580011,"Gryce, Cisówka, gmina Michałowo, powiat białostocki, województwo podlaskie, Polska"
23.8442525036797,52.9416220077048,"Gryce, Cisówka, gmina Michałowo, powiat białostocki, województwo podlaskie, Polska"
23.8442423902954,52.9416145725056,"Gryce, Cisówka, gmina Michałowo, powiat białostocki, województwo podlaskie, Polska"
23.8689165209444,52.9249522860335,"Brzezina, gmina Michałowo, powiat białostocki, województwo podlaskie, Polska"
23.8686699811565,52.9248289112006,"Brzezina, gmina Michałowo, powiat białostocki, województwo podlaskie, Polska"
23.8617519125429,52.9229682925776,"Brzezina, gmina Michałowo, powiat białostocki, województwo podlaskie, Polska"
23.8636850844596,52.92363078274,"Brzezina, gmina Michałowo, powiat białostocki, województwo podlaskie, Polska"
23.8710515688079,52.9257772350034,"Brzezina, gmina Michałowo, powiat białostocki, województwo podlaskie, Polska"
23.8173619676709,52.7989780029732,"Linia Graniczna (Dojazd pożarowy 21), Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.814328625409,52.7990318872089,"Linia Graniczna (Dojazd pożarowy 21), Budy, gmina Białowieża, powiat hajnowski, województwo podlaskie, Polska"
23.8275559152804,52.7989848695637,"Żubrowy Szlak, Guszczewina, gmina Narewka, powiat hajnowski, województwo podlaskie, Polska"
22.6273155771,53.4853228623,"65, Osowiec, gmina Goniądz, powiat moniecki, województwo podlaskie, Polska"
22.6053634565,53.2856014339,"Długa Luka, Szorce, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska"
23.8301620897084,52.7221923472489,"The King Jogaila Oak, Tryb Poprzeczny, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.6244934219809,52.6411592406303,"Basen, Majdan, Topiło, gmina Hajnówka, powiat hajnowski, województwo podlaskie, 17-200, Polska"
23.8449378345886,52.7003069248728,"Park Pałacowy, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8521284604955,52.7011969087437,"Stoczek, Podolany Pierwsze, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8413050987145,52.7014653449788,"Józefa Paczoskiego, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
23.8424434373696,52.6997050186569,"14, Zastawa, Białowieża, gmina Białowieża, powiat hajnowski, województwo podlaskie, 17-230, Polska"
22.7099312,53.2070261,"Dwór Stanica Rzeczna „Łabędzie”, Kolonia Kaczorowo, Pentowo, Tykocin, gmina Tykocin, powiat białostocki, województwo podlaskie, 16-080, Polska"
22.7099518574533,53.2071901770218,"Kiermusy, gmina Tykocin, powiat białostocki, województwo podlaskie, Polska"
22.7098865869216,53.2070924158849,"Dwór Stanica Rzeczna „Łabędzie”, Kolonia Kaczorowo, Pentowo, Tykocin, gmina Tykocin, powiat białostocki, województwo podlaskie, 16-080, Polska"
22.8023743032291,53.2027678680249,"Tykocin, gmina Tykocin, powiat białostocki, województwo podlaskie, 16-080, Polska"
